# 用途：待抓取文档清单，fetch.py 的输入。列：doc_id / 层 / 组件 / 来源类型 / 标题 / 网址。由第 2 步维护。
DOC-CONSUL-CHECKS	5	Consul	official-doc	Define health checks	https://developer.hashicorp.com/consul/docs/register/health-check/vm
DOC-CONSUL-SESSIONS	5	Consul	official-doc	Sessions	https://developer.hashicorp.com/consul/docs/automate/session
DOC-EUREKA	5	Eureka	official-doc	Spring Cloud Netflix (Eureka self-preservation)	https://docs.spring.io/spring-cloud-netflix/reference/spring-cloud-netflix.html
DOC-ETCD-API	5	etcd	official-doc	etcd API (lease, leader election)	https://etcd.io/docs/v3.5/learning/api/
DOC-ETCD-FAQ	5	etcd	official-doc	etcd FAQ (quorum, heartbeat)	https://etcd.io/docs/v3.5/faq/
DOC-ZK-PROGRAMMERS	5	ZooKeeper	official-doc	ZooKeeper Programmer's Guide (sessions)	https://zookeeper.apache.org/doc/current/zookeeperProgrammers.html
DOC-ZK-RECIPES	5	ZooKeeper	official-doc	ZooKeeper Recipes (leader election, locks)	https://zookeeper.apache.org/doc/current/recipes.html
DOC-RABBITMQ-RELIABILITY	6	RabbitMQ	official-doc	Reliability Guide	https://www.rabbitmq.com/docs/reliability
DOC-RABBITMQ-DLX	6	RabbitMQ	official-doc	Dead Letter Exchanges	https://www.rabbitmq.com/docs/dlx
DOC-RABBITMQ-PREFETCH	6	RabbitMQ	official-doc	Consumer Prefetch	https://www.rabbitmq.com/docs/consumer-prefetch
DOC-RABBITMQ-QUORUM	6	RabbitMQ	official-doc	Quorum Queues	https://www.rabbitmq.com/docs/quorum-queues
DOC-ROCKETMQ-RETRY	6	RocketMQ	official-doc	消费重试	https://rocketmq.apache.org/docs/featureBehavior/10consumerretrypolicy/
DOC-ROCKETMQ-TXN	6	RocketMQ	official-doc	事务消息	https://rocketmq.apache.org/docs/featureBehavior/04transactionmessage/
DOC-PULSAR-MESSAGING	6	Pulsar	official-doc	Messaging concepts (ack, DLQ, negative ack)	https://pulsar.apache.org/docs/next/concepts-messaging/
DOC-NATS-CONSUMERS	6	NATS	official-doc	JetStream Consumers	https://docs.nats.io/nats-concepts/jetstream/consumers
DOC-HIKARICP	7	HikariCP	official-doc	HikariCP README (pool configuration)	https://raw.githubusercontent.com/brettwooldridge/HikariCP/dev/README.md
DOC-GO-DATABASESQL	7	Go database/sql	official-doc	database/sql package	https://pkg.go.dev/database/sql
DOC-PGX-POOL	7	pgx	official-doc	pgxpool package	https://pkg.go.dev/github.com/jackc/pgx/v5/pgxpool
DOC-GOREDIS	7	go-redis	official-doc	go-redis v9 package (Options)	https://pkg.go.dev/github.com/redis/go-redis/v9
DOC-JEDIS	7	Jedis	official-doc	Jedis README (pool)	https://raw.githubusercontent.com/redis/jedis/master/README.md
DOC-MYSQL-CONNJ-NET	7	MySQL Connector/J	official-doc	Networking properties (socketTimeout)	https://web.archive.org/web/2024/https://dev.mysql.com/doc/connector-j/en/connector-j-connp-props-networking.html
DOC-PGJDBC	7	PostgreSQL JDBC	official-doc	Connection parameters	https://jdbc.postgresql.org/documentation/use/
DOC-MONGO-CONNSTR	7	MongoDB driver	official-doc	Connection String Options	https://www.mongodb.com/docs/manual/reference/connection-string-options/
DOC-IOREDIS	7	ioredis	official-doc	ioredis README	https://raw.githubusercontent.com/redis/ioredis/main/README.md
DOC-GO-CONTEXT	8	Go context	official-doc	context package	https://pkg.go.dev/context
DOC-JAVA-TPE	8	Java concurrency	official-doc	ThreadPoolExecutor	https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/util/concurrent/ThreadPoolExecutor.html
DOC-JAVA-CF	8	Java concurrency	official-doc	CompletableFuture	https://docs.oracle.com/en/java/javase/21/docs/api/java.base/java/util/concurrent/CompletableFuture.html
DOC-JAVA-LAUNCHER	8	JVM	official-doc	java command (UseContainerSupport, MaxRAMPercentage)	https://docs.oracle.com/en/java/javase/21/docs/specs/man/java.html
DOC-NODE-GLOBALS	8	Node.js	official-doc	Globals (AbortController, AbortSignal)	https://nodejs.org/api/globals.html
DOC-NODE-EVENTLOOP	8	Node.js	official-doc	Don't block the event loop	https://nodejs.org/en/learn/asynchronous-work/dont-block-the-event-loop
DOC-PY-ASYNCIO	8	Python asyncio	official-doc	Coroutines and Tasks (timeouts)	https://docs.python.org/3/library/asyncio-task.html
DOC-DOTNET-CANCEL	8	.NET	official-doc	Cancellation in managed threads	https://learn.microsoft.com/en-us/dotnet/standard/threading/cancellation-in-managed-threads
DOC-BOOT-ACTUATOR	9	Spring Boot Actuator	official-doc	Actuator endpoints (health groups, Kubernetes probes)	https://docs.spring.io/spring-boot/reference/actuator/endpoints.html
DOC-BOOT-HEALTH-API	9	Spring Boot Actuator	official-doc	Actuator health endpoint API	https://docs.spring.io/spring-boot/api/rest/actuator/health.html
DOC-CHAOSBLADE	10	ChaosBlade	curated-guideline	ChaosBlade 文档	https://chaosblade.io/docs/
DOC-AZ-PATTERNS-INDEX	10	Azure Architecture Center	pattern-catalog	Cloud Design Patterns index (reliability category)	https://learn.microsoft.com/en-us/azure/architecture/patterns/
DOC-MSIO-INDEX	10	microservices.io	pattern-catalog	Microservice Architecture pattern index	https://microservices.io/patterns/index.html
DOC-AZ-PATTERN-COMPENSATE	10	Azure Architecture Center	pattern-catalog	Compensating Transaction pattern	https://learn.microsoft.com/en-us/azure/architecture/patterns/compensating-transaction
DOC-AZ-PATTERN-RATELIMIT	10	Azure Architecture Center	pattern-catalog	Rate Limiting pattern	https://learn.microsoft.com/en-us/azure/architecture/patterns/rate-limiting-pattern
DOC-AZ-PATTERN-CACHEASIDE	10	Azure Architecture Center	pattern-catalog	Cache-Aside pattern	https://learn.microsoft.com/en-us/azure/architecture/patterns/cache-aside
DOC-SRE-BOOK-RELIABILITY	10	Google SRE	curated-guideline	SRE Book ch.20 Load Balancing in the Datacenter	https://sre.google/sre-book/load-balancing-datacenter/
DOC-DUBBO-XML-REFERENCE	3	Dubbo	official-doc	dubbo:reference 配置项（timeout/retries/cluster/actives 默认值）	https://cn.dubbo.apache.org/zh-cn/docs/references/xml/dubbo-reference/
DOC-DUBBO-XML-CONSUMER	3	Dubbo	official-doc	dubbo:consumer 配置项	https://cn.dubbo.apache.org/zh-cn/docs/references/xml/dubbo-consumer/
DOC-DUBBO-XML-PROVIDER	3	Dubbo	official-doc	dubbo:provider 配置项（线程池/accepts/executes）	https://cn.dubbo.apache.org/zh-cn/docs/references/xml/dubbo-provider/
DOC-DUBBO-XML-METHOD	3	Dubbo	official-doc	dubbo:method 配置项（方法级 timeout/retries）	https://cn.dubbo.apache.org/zh-cn/docs/references/xml/dubbo-method/
DOC-NACOS-INSTANCE-LIFECYCLE	5	Nacos	official-doc	实例生命周期与健康检查	https://nacos.io/docs/latest/manual/user/naming/instance-lifecycle/
DOC-NACOS-JAVA-FAILOVER	5	Nacos	official-doc	Java SDK 容灾（failover）	https://nacos.io/docs/latest/manual/user/java-sdk/failover/
DOC-KAFKA-PRODUCER-CFG	6	Kafka	official-doc	Producer configs (acks, retries, enable.idempotence, delivery.timeout.ms)	https://kafka.apache.org/40/generated/producer_config.html
DOC-KAFKA-TOPIC-CFG	6	Kafka	official-doc	Topic configs (min.insync.replicas, unclean.leader.election.enable)	https://kafka.apache.org/40/generated/topic_config.html
DOC-KAFKA-CONSUMER-CFG	6	Kafka	official-doc	Consumer configs (enable.auto.commit, max.poll.interval.ms, session.timeout.ms)	https://kafka.apache.org/40/generated/consumer_config.html
